index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 2; Census Tract 7404; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740400> block group:2",123375,119,559,766,0,27,793,35.1,-666666666,668,38,495,428,0,,,326200,170317404002
"Block Group 3; Census Tract 7404; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740400> block group:3",60613,273,1425,1756,241,132,2178,38.1,1359,2111,146,1284,1138,36,,,289200,170317404003
"Block Group 4; Census Tract 7404; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740400> block group:4",137908,45,443,583,0,78,767,37.0,-666666666,724,0,356,356,15,,,266000,170317404004
"Block Group 1; Census Tract 7501; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750100> block group:1",84671,108,769,270,849,55,1194,31.0,-666666666,1071,61,601,540,127,,,196900,170317501001
"Block Group 2; Census Tract 7501; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750100> block group:2",-666666666,212,655,0,800,0,800,41.8,-666666666,761,25,393,358,0,,,203000,170317501002
"Block Group 3; Census Tract 7501; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750100> block group:3",-666666666,52,796,0,1002,0,1002,49.8,432,1002,69,469,380,87,,,186100,170317501003
"Block Group 4; Census Tract 7501; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750100> block group:4",47582,66,392,0,640,0,640,37.8,1284,640,160,292,132,0,,,116400,170317501004
"Block Group 1; Census Tract 7502; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750200> block group:1",85741,62,734,34,977,0,1020,32.6,1648,1002,19,588,569,13,,,300000,170317502001
"Block Group 2; Census Tract 7502; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750200> block group:2",39309,75,355,133,403,13,549,41.9,927,532,24,305,279,9,,,114400,170317502002
"Block Group 3; Census Tract 7502; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750200> block group:3",117393,183,391,503,71,105,679,28.0,-666666666,553,0,275,270,72,,,362000,170317502003
"Block Group 4; Census Tract 7502; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750200> block group:4",46685,157,852,274,453,20,893,61.3,1673,875,137,467,330,42,,,223400,170317502004
"Block Group 1; Census Tract 7503; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750300> block group:1",143333,146,542,856,0,0,914,45.0,-666666666,885,8,412,384,36,,,330000,170317503001
"Block Group 2; Census Tract 7503; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750300> block group:2",117571,151,528,506,145,68,785,32.6,1212,756,8,453,445,13,,,300000,170317503002
"Block Group 3; Census Tract 7503; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750300> block group:3",141000,199,574,822,0,19,847,46.1,-666666666,799,27,535,508,79,,,338400,170317503003
"Block Group 1; Census Tract 7504; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750400> block group:1",89774,323,1149,1037,69,194,1486,55.7,1093,1416,86,819,733,30,,,308400,170317504001
"Block Group 2; Census Tract 7504; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750400> block group:2",128750,86,515,93,513,0,642,47.9,-666666666,631,22,390,368,20,,,276500,170317504002
"Block Group 3; Census Tract 7504; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750400> block group:3",104870,222,437,428,91,127,662,40.9,-666666666,623,0,383,383,0,,,236700,170317504003
"Block Group 1; Census Tract 7505; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750500> block group:1",-666666666,209,1409,1158,485,47,1704,57.5,-666666666,1612,153,581,428,36,,,335600,170317505001
"Block Group 2; Census Tract 7505; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750500> block group:2",78487,118,416,51,469,0,520,38.0,-666666666,517,0,296,296,64,,,-666666666,170317505002
"Block Group 3; Census Tract 7505; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750500> block group:3",39514,154,969,0,1117,6,1624,32.3,1587,1511,22,661,584,72,,,150400,170317505003
"Block Group 4; Census Tract 7505; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750500> block group:4",68521,235,766,0,913,0,913,51.3,-666666666,913,9,346,337,0,,,220000,170317505004
"Block Group 1; Census Tract 7506; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750600> block group:1",64235,218,814,0,1262,0,1274,33.6,1490,1160,12,515,503,0,,,165700,170317506001
"Block Group 2; Census Tract 7506; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750600> block group:2",33824,50,461,0,846,17,879,30.7,1375,737,5,355,350,46,,,178000,170317506002
"Block Group 3; Census Tract 7506; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750600> block group:3",61250,82,740,45,1005,16,1066,43.9,1430,983,0,347,285,57,,,126500,170317506003
"Block Group 4; Census Tract 7506; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:750600> block group:4",70103,46,456,2,478,145,625,35.5,1143,510,23,232,209,19,,,179300,170317506004
"Block Group 1; Census Tract 7608.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:760801> block group:1",74551,893,2285,1071,243,161,3203,32.0,1492,2869,101,2065,1879,506,,,283100,170317608011
"Block Group 2; Census Tract 7608.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:760801> block group:2",56490,241,1054,953,0,259,1515,34.1,1308,1393,59,823,722,86,,,-666666666,170317608012
"Block Group 1; Census Tract 7608.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:760802> block group:1",81167,318,1859,1905,42,233,2191,56.4,1189,2145,34,1254,1178,156,,,384100,170317608021
"Block Group 1; Census Tract 7608.03; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:760803> block group:1",76793,572,1931,1177,633,273,2439,40.3,1388,2219,16,1570,1426,278,,,244900,170317608031
"Block Group 2; Census Tract 7608.03; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:760803> block group:2",55286,301,1003,1202,0,400,1636,34.1,1333,1393,71,915,837,138,,,155000,170317608032
"Block Group 3; Census Tract 7608.03; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:760803> block group:3",69569,180,1137,1090,27,53,1186,39.3,1187,1186,33,995,962,58,,,152800,170317608033
"Block Group 4; Census Tract 7608.03; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:760803> block group:4",61250,282,1286,1073,6,331,1601,40.3,1405,1601,62,916,813,59,,,168200,170317608034
"Block Group 1; Census Tract 7702.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770201> block group:1",118615,440,1642,1698,18,395,2184,54.3,1142,2160,77,1117,1040,72,,,341600,170317702011
"Block Group 2; Census Tract 7702.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770201> block group:2",78239,573,1839,1193,132,437,2403,40.1,1566,2320,36,1549,1493,25,,,223300,170317702012
"Block Group 3; Census Tract 7702.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770201> block group:3",98869,364,985,1121,0,71,1464,36.7,1703,1296,12,738,726,20,,,277200,170317702013
"Block Group 1; Census Tract 7702.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770202> block group:1",71944,227,960,848,0,511,1525,37.1,-666666666,1369,52,579,527,0,,,320200,170317702021
"Block Group 2; Census Tract 7702.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770202> block group:2",68867,323,1264,1360,0,89,1539,58.1,-666666666,1451,53,759,684,14,,,180500,170317702022
"Block Group 3; Census Tract 7702.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770202> block group:3",104313,262,1213,1163,18,288,1493,52.3,2651,1461,79,866,739,0,,,351300,170317702023
"Block Group 1; Census Tract 7703; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770300> block group:1",147674,311,1033,1043,23,95,1461,38.4,-666666666,1295,24,725,701,46,,,358800,170317703001
"Block Group 2; Census Tract 7703; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770300> block group:2",67614,185,783,898,21,209,1178,37.2,1607,1120,0,694,694,0,,,339300,170317703002
"Block Group 3; Census Tract 7703; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770300> block group:3",92447,195,964,804,14,544,1371,41.1,-666666666,1371,36,872,836,0,,,332000,170317703003
"Block Group 4; Census Tract 7703; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770300> block group:4",66964,226,1197,1315,175,234,1801,35.6,1567,1679,18,1057,1039,93,,,172400,170317703004
"Block Group 5; Census Tract 7703; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770300> block group:5",136582,146,832,927,126,121,1190,44.5,-666666666,1171,0,708,708,0,,,278000,170317703005
"Block Group 1; Census Tract 7704; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770400> block group:1",87917,96,835,798,39,312,1221,44.4,1304,1117,31,734,703,28,,,283300,170317704001
"Block Group 2; Census Tract 7704; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770400> block group:2",122292,287,1320,1474,2,169,1876,45.0,2810,1820,89,1097,979,0,,,291600,170317704002
"Block Group 3; Census Tract 7704; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770400> block group:3",60273,164,884,625,73,462,1343,35.1,1298,1232,44,883,830,0,,,208300,170317704003
"Block Group 1; Census Tract 7705; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770500> block group:1",54963,110,1832,400,0,3006,3439,31.1,1056,3073,47,1462,1415,0,,,28700,170317705001
"Block Group 2; Census Tract 7705; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770500> block group:2",52115,0,378,38,0,748,786,24.6,-666666666,751,17,350,333,0,,,22600,170317705002
"Block Group 1; Census Tract 7706.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770601> block group:1",53854,187,856,1117,0,23,1165,48.7,-666666666,1106,0,664,664,40,,,287300,170317706011
"Block Group 2; Census Tract 7706.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770601> block group:2",105435,225,1271,1222,38,234,1698,43.5,-666666666,1675,8,810,802,14,,,310100,170317706012
"Block Group 3; Census Tract 7706.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770601> block group:3",116761,147,587,495,0,221,831,43.1,-666666666,802,41,437,396,12,,,291300,170317706013
"Block Group 1; Census Tract 7706.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770602> block group:1",48221,26,1095,839,22,739,1628,48.0,1155,1577,83,701,618,0,,,272600,170317706021
"Block Group 2; Census Tract 7706.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770602> block group:2",85518,88,1113,303,28,1144,1574,43.8,1100,1545,56,1006,950,0,,,-666666666,170317706022
"Block Group 3; Census Tract 7706.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770602> block group:3",114940,271,1000,805,0,208,1384,35.1,2268,1311,32,766,712,68,,,327400,170317706023
"Block Group 1; Census Tract 7707; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770700> block group:1",64028,234,643,347,21,506,982,28.5,1133,925,12,607,588,37,,,-666666666,170317707001
"Block Group 2; Census Tract 7707; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770700> block group:2",66806,138,1047,1145,0,120,1308,50.1,419,1217,28,617,539,17,,,388400,170317707002
"Block Group 1; Census Tract 7708; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770800> block group:1",66356,698,1828,1531,0,293,2048,53.4,1150,2002,29,1062,1011,31,,,277200,170317708001
"Block Group 2; Census Tract 7708; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770800> block group:2",89917,226,2171,1496,58,2088,3725,30.2,1577,3155,108,1952,1759,0,,,269300,170317708002
"Block Group 1; Census Tract 7709.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770901> block group:1",116789,208,1166,1408,0,107,1593,45.9,1375,1467,102,852,740,59,,,290200,170317709011
"Block Group 2; Census Tract 7709.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770901> block group:2",110469,135,543,521,13,28,647,50.8,-666666666,631,54,408,354,39,,,308800,170317709012
"Block Group 3; Census Tract 7709.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770901> block group:3",111934,175,784,571,0,182,979,46.1,1178,920,0,646,646,83,,,347300,170317709013
"Block Group 4; Census Tract 7709.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770901> block group:4",68036,216,1251,1206,0,144,1577,47.7,1046,1505,20,881,861,110,,,283800,170317709014
"Block Group 1; Census Tract 7709.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770902> block group:1",95905,314,1565,1638,8,246,2106,41.8,1686,2035,74,1180,1097,42,,,335800,170317709021
"Block Group 2; Census Tract 7709.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:770902> block group:2",59161,259,1263,1313,0,363,1710,40.4,1068,1571,22,972,950,11,,,371900,170317709022
"Block Group 1; Census Tract 8001; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:800100> block group:1",250001,261,614,859,0,5,889,43.4,-666666666,815,0,373,373,87,,,1681400,170318001001
"Block Group 2; Census Tract 8001; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:800100> block group:2",250001,367,938,1325,51,27,1478,40.3,-666666666,1407,22,557,535,92,,,1512700,170318001002
"Block Group 1; Census Tract 8002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:800200> block group:1",212574,486,1118,1612,36,0,1736,48.3,-666666666,1660,29,600,571,95,,,1130200,170318002001
"Block Group 2; Census Tract 8002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:800200> block group:2",250001,205,627,947,13,11,999,43.6,1361,946,0,450,450,50,,,1008500,170318002002
"Block Group 3; Census Tract 8002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:800200> block group:3",-666666666,112,550,831,22,63,916,42.3,-666666666,831,18,371,334,75,,,790500,170318002003
"Block Group 4; Census Tract 8002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:800200> block group:4",171184,190,583,816,0,0,843,51.8,-666666666,805,42,442,400,41,,,856200,170318002004
"Block Group 5; Census Tract 8002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:800200> block group:5",145611,284,544,788,0,0,857,42.5,-666666666,821,0,333,333,90,,,905700,170318002005
"Block Group 6; Census Tract 8002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:800200> block group:6",250001,246,743,921,65,83,1069,57.4,3501,1032,24,329,305,108,,,2000001,170318002006
"Block Group 1; Census Tract 8003; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:800300> block group:1",250001,270,693,1135,0,52,1267,34.3,1386,1108,30,519,460,112,,,1125000,170318003001
